seedNumber_3,seedNumber_3_BoxCox
0,-2.5522612019727586
4,0.5778450675117844
2,-0.29893283192116765
2,-0.29893283192116765
1,-0.9302982655120624
4,0.5778450675117844
0,-2.5522612019727586
4,0.5778450675117844
4,0.5778450675117844
2,-0.29893283192116765
2,-0.29893283192116765
4,0.5778450675117844
1,-0.9302982655120624
2,-0.29893283192116765
4,0.5778450675117844
2,-0.29893283192116765
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
2,-0.29893283192116765
4,0.5778450675117844
0,-2.5522612019727586
1,-0.9302982655120624
4,0.5778450675117844
4,0.5778450675117844
2,-0.29893283192116765
4,0.5778450675117844
3,0.17875221951415549
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
2,-0.29893283192116765
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
1,-0.9302982655120624
4,0.5778450675117844
4,0.5778450675117844
2,-0.29893283192116765
4,0.5778450675117844
4,0.5778450675117844
2,-0.29893283192116765
4,0.5778450675117844
6,1.2412067922807977
4,0.5778450675117844
2,-0.29893283192116765
4,0.5778450675117844
0,-2.5522612019727586
4,0.5778450675117844
4,0.5778450675117844
2,-0.29893283192116765
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
0,-2.5522612019727586
2,-0.29893283192116765
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
2,-0.29893283192116765
4,0.5778450675117844
4,0.5778450675117844
1,-0.9302982655120624
0,-2.5522612019727586
2,-0.29893283192116765
4,0.5778450675117844
1,-0.9302982655120624
2,-0.29893283192116765
2,-0.29893283192116765
4,0.5778450675117844
2,-0.29893283192116765
2,-0.29893283192116765
0,-2.5522612019727586
4,0.5778450675117844
0,-2.5522612019727586
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
2,-0.29893283192116765
4,0.5778450675117844
4,0.5778450675117844
0,-2.5522612019727586
1,-0.9302982655120624
1,-0.9302982655120624
2,-0.29893283192116765
4,0.5778450675117844
2,-0.29893283192116765
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
1,-0.9302982655120624
2,-0.29893283192116765
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
1,-0.9302982655120624
2,-0.29893283192116765
4,0.5778450675117844
4,0.5778450675117844
1,-0.9302982655120624
4,0.5778450675117844
4,0.5778450675117844
2,-0.29893283192116765
4,0.5778450675117844
1,-0.9302982655120624
4,0.5778450675117844
2,-0.29893283192116765
2,-0.29893283192116765
4,0.5778450675117844
2,-0.29893283192116765
0,-2.5522612019727586
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
0,-2.5522612019727586
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
2,-0.29893283192116765
4,0.5778450675117844
4,0.5778450675117844
2,-0.29893283192116765
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
2,-0.29893283192116765
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
2,-0.29893283192116765
2,-0.29893283192116765
6,1.2412067922807977
4,0.5778450675117844
2,-0.29893283192116765
2,-0.29893283192116765
0,-2.5522612019727586
4,0.5778450675117844
4,0.5778450675117844
0,-2.5522612019727586
4,0.5778450675117844
2,-0.29893283192116765
4,0.5778450675117844
0,-2.5522612019727586
4,0.5778450675117844
4,0.5778450675117844
2,-0.29893283192116765
4,0.5778450675117844
4,0.5778450675117844
0,-2.5522612019727586
4,0.5778450675117844
4,0.5778450675117844
0,-2.5522612019727586
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
2,-0.29893283192116765
4,0.5778450675117844
0,-2.5522612019727586
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
0,-2.5522612019727586
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
6,1.2412067922807977
4,0.5778450675117844
2,-0.29893283192116765
0,-2.5522612019727586
1,-0.9302982655120624
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
1,-0.9302982655120624
4,0.5778450675117844
2,-0.29893283192116765
2,-0.29893283192116765
4,0.5778450675117844
10,2.280458142162095
2,-0.29893283192116765
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
1,-0.9302982655120624
2,-0.29893283192116765
4,0.5778450675117844
6,1.2412067922807977
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
4,0.5778450675117844
0,-2.5522612019727586
1,-0.9302982655120624
6,1.2412067922807977
0,-2.5522612019727586
0,-2.5522612019727586
2,-0.29893283192116765
6,1.2412067922807977
2,-0.29893283192116765
4,0.5778450675117844
4,0.5778450675117844
0,-2.5522612019727586
